GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,MIN_TOT,PTS_RATE,FGM_RATE,FGA_RATE,3P Made_RATE,3PA_RATE,FTM_RATE,FTA_RATE,OREB_RATE,DREB_RATE,REB_RATE,AST_RATE,STL_RATE,BLK_RATE,TOV_RATE,MIN_CAT_MIN<10,MIN_CAT_MIN<20,MIN_CAT_MIN<30,MIN_CAT_MIN>30,GP_CAT_GP<28,GP_CAT_GP<56,GP_CAT_GP≥56,TARGET_5Yrs
1.2445274325264464,0.14422554819216984,-0.08898678926532637,-0.07334021170060402,-0.3281826093609053,1.5898130141016795,-0.6458517180606729,-0.6392187058618091,-0.1574959162756325,-0.09475542797311937,0.14043654198273212,-0.8756439349802838,1.2802391515048146,0.498641810161867,0.7652360495848198,-0.5749405337201051,-0.041068649808305505,0.5348822481132717,0.015084396882472421,0.52932889196007,-0.32554664385197585,-0.2772864114157209,-0.9556382047863969,-0.7275676519201122,-0.7317001168074534,-0.22365739401545173,0.1290563040434337,1.4167749250557544,0.6623463021992118,0.992306373453731,-0.8056083179194738,-0.18392505085365426,0.5231914637603224,-0.17197839465159662,-0.4980879471071701,1.087951928624758,-0.5667557862184746,-0.3336164190177588,-0.2173425642440655,-0.7601345827127899,0.835883543743564,1.0
0.5548856820962574,0.361533004139722,0.46527378387299234,0.5845269740526953,0.6519974439103793,-0.04466061742410721,-0.6458517180606729,-0.35779895922187427,-0.5920132301092692,0.3132778223605105,0.2924986255203263,0.03505186679719758,-0.14029612356661839,-0.6076967983845345,-0.4545162692757023,0.65151592418568,-0.529412231165249,-0.39331142423453513,0.5708700622986336,0.3955527745615546,0.6023425044286498,0.8221822263422729,0.908450863478313,-0.7275676519201122,-0.4597655473131417,0.22774520428212772,0.13871518240779004,-0.43516552074892123,-1.205379436823249,-0.9488583636694717,0.6553598112549119,-1.0443222362151485,-0.545473064294388,0.41887185624597084,-0.4980879471071701,-0.919158258457306,1.764428391057515,-0.3336164190177588,-0.2173425642440655,-0.7601345827127899,0.835883543743564,0.0
-0.2496963600722963,-0.2662440908198731,0.11886092566154301,-0.013534103904849493,0.11989970070596767,-0.5186579705665851,2.206362683245945,2.1749787605375386,0.9474195389013295,-0.19676374055652665,-0.3917807503988471,0.9172884247691323,-1.0442731167938941,-0.460184983911681,-0.6984667330478068,0.24269710488375162,-0.041068649808305505,-0.6253598423214868,-0.12386201947156764,-0.38292752307076927,1.1033137002713798,0.666227225246971,1.0473546688631652,3.164389308906409,3.0484374830451864,0.024180919548784843,-0.3845263289859836,-1.3420968813690293,-0.4908713666125999,-0.9222803098232811,0.6903951857780163,0.3011738452184651,-0.700205101367607,0.15242232945527745,-0.4980879471071701,1.087951928624758,-0.5667557862184746,-0.3336164190177588,-0.2173425642440655,1.3155565116261019,-1.1963389008969223,1.0
-0.5370470894182083,-0.6887863662734467,-0.3661170758344857,-0.49198296627088534,-0.41219804249844394,-0.46962376162081204,1.1691938100435382,1.2369129384044226,0.8543086859369787,-0.502788678306749,-0.6198738757052382,1.4580140570745121,-0.9151335463328546,-0.9027204273302414,-0.9424171968199113,0.10642416511644218,-0.773584021843721,-0.6253598423214868,-0.40175485217964824,-0.7260981856743903,0.7070502834663197,0.20382747857016245,0.5520166953075712,2.4775733746429043,2.5695421973229107,-0.11285908912791037,-0.39345654865020196,-0.981033254771146,-1.0090235964973608,-1.078117475638705,1.0287055210167433,-0.6455243464240092,-0.6082939144094666,0.3317968474908421,-0.4980879471071701,1.087951928624758,-0.5667557862184746,-0.3336164190177588,-0.2173425642440655,1.3155565116261019,-1.1963389008969223,1.0
-0.7669276728949379,-0.07308190775538237,-0.3661170758344857,-0.3723707506793764,-0.41219804249844394,0.08609727309795644,0.13202493684113198,0.20504053405799522,0.48807266427719936,-0.4007803657233416,-0.3917807503988471,0.16786167122307946,-0.01115655310557904,0.42488590292544015,0.2773351220406111,-0.5749405337201051,-0.28524044048677727,0.30283383002632003,-0.5407012685336885,-0.46808220020998476,-0.6949868778480768,-0.6807633411593836,-0.8445478437268411,0.23397465604879292,0.3003153049773587,-0.5787951186286744,-0.5702748980017285,0.011891718373033194,0.8663531839242593,0.5446668777192425,-0.737141758209709,-0.3562554545332534,0.4027291421300788,-0.8879498751510018,-0.4980879471071701,1.087951928624758,-0.5667557862184746,-0.3336164190177588,-0.2173425642440655,1.3155565116261019,-1.1963389008969223,0.0
0.037654369273615755,-0.9181664586625294,-0.5739647907613553,-0.5517890740666399,-0.7202546306694193,1.0340919793829124,-0.6458517180606729,-0.7330252880751206,-1.1941300792787373,-0.4007803657233416,-0.16368762509245594,-1.302532592063478,0.11798301735546045,-0.3126731694388274,-0.11298561999475619,-0.5749405337201051,-0.773584021843721,-0.16126300614758346,-0.40175485217964824,-0.7219344711770469,0.6324547165502331,0.6969868605693851,0.05158106882023934,-0.7275676519201122,-0.8342981411954172,0.6298977578997774,1.3825855381695749,1.5236199899850464,1.0207959776060396,1.4726252544281524,-0.23657513277609502,-0.3157578096685474,0.43103778771318624,0.9452576991724755,2.0076775714165933,-0.919158258457306,-0.5667557862184746,-0.3336164190177588,-0.2173425642440655,-0.7601345827127899,0.835883543743564,1.0
-0.8818679646333027,0.09593500242604688,-0.0658925987178965,-0.013534103904849493,-0.02012602118993016,0.03706306415218213,-0.12726728145946956,-0.17018579479525112,1.2453742683872517,-0.19676374055652665,-0.16368762509245594,-0.17364925444347548,-0.2694356940276577,0.05610636674330639,-0.06419552724033525,0.3108335747674064,0.44727493154863834,0.07078541193936835,-0.40175485217964824,-0.42913132265419235,-0.1882723603078188,-0.058184476186686145,-0.1345355360853335,-0.13531333179433722,-0.2053276438605087,-0.35565823493553334,-0.32512095469792107,-0.44140011719278754,0.017197606344180258,-0.1918218264341001,0.4354366722647732,0.6121664878836256,0.033485938872158054,-0.8087911204526975,-0.4980879471071701,1.087951928624758,-0.5667557862184746,-0.3336164190177588,-0.2173425642440655,1.3155565116261019,-1.1963389008969223,1.0
0.784766265572987,-0.2541714543783425,-0.2968345041921959,-0.3723707506793764,-0.24416717622336664,-0.5840369158276164,-0.6458517180606729,-0.7330252880751206,-1.1941300792787373,0.21126950977710296,0.2924986255203263,-0.2685134004619631,0.11798301735546045,0.1298622739797332,0.13096484377734827,-0.9156228831383788,-0.773584021843721,0.7669306662002233,-0.26280843582560803,-0.0006716695404735812,-0.1713973176053555,-0.38114386996066635,-0.041830396070698356,-0.7275676519201122,-0.8342981411954172,0.8508416170501396,0.9602495238044952,0.3706259022186722,0.6255552797967519,0.5601500541938067,-1.2281518121241821,-1.0486345441556433,1.1606702980648864,-0.14267768408710468,-0.4980879471071701,1.087951928624758,-0.5667557862184746,-0.3336164190177588,-0.2173425642440655,-0.7601345827127899,0.835883543743564,0.0
-0.2496963600722963,-0.2662440908198731,-0.5970589813087852,-0.5517890740666399,-0.46820833125680317,-0.6657605974039057,-0.3865594997600712,-0.17018579479525112,0.08459230143167952,-0.6047969908901565,-0.6959049174740352,0.8413971079543424,-1.0442731167938941,-0.9027204273302414,-0.9912072895743322,0.3108335747674064,-0.28524044048677727,-0.8574082604084386,-0.26280843582560803,-0.38292752307076927,-1.0495813580406455,-0.8717545408737172,-0.6694963656936019,-0.37375338275406483,-0.0828009236004616,-0.8229754977253317,-0.9917812661528422,-1.3420968813690293,-1.3433153577133359,-1.4521266735957223,0.8031652975242588,-0.14587807861270333,-1.0127031370252848,-0.12479283478150541,-0.4980879471071701,1.087951928624758,-0.5667557862184746,-0.3336164190177588,-0.2173425642440655,1.3155565116261019,-1.1963389008969223,0.0
-2.3760917572320452,-1.4252171892068177,-1.1975079355419636,-1.209656259819939,-1.1123266519779333,-2.3656131741907243,0.13202493684113198,-0.07637921258193957,1.0219082212728103,-1.1148385538071937,-1.2281222098556144,0.4429676946766941,-1.1734126872549335,-1.1977440562759485,-1.2839478461008575,-0.6430770036037599,-1.2619276032006648,-0.6253598423214868,-1.5133261830119702,-1.3932326988455,-1.0160546274328948,-1.0544267046658298,0.021190832116591177,2.0907460093680577,1.4936156535383813,-1.1808260532980186,-1.5519215961257204,-1.2164249509906713,-0.9709834995314052,-1.3973149807916767,0.3443076014533418,-1.194137762078891,-0.1829669733824854,-2.160890420382703,2.0076775714165933,-0.919158258457306,-0.5667557862184746,-0.3336164190177588,4.6010315718786075,-0.7601345827127899,-1.1963389008969223,0.0
